"행정구역별(1)","행정구역별(2)",인구현황별(1),인구현황별(2),2019
"부산광역시","해운대구",성별 (명),소계,406102
"부산광역시","해운대구",성별 (명),남자,195960
"부산광역시","해운대구",성별 (명),여자,210142
"부산광역시","해운대구",연령별 (명),소계,406102
"부산광역시","해운대구",연령별 (명),0~14세(유소년),47814
"부산광역시","해운대구",연령별 (명),15~64세(생산가능),292070
"부산광역시","해운대구",연령별 (명),65세이상(고령),66218
"부산광역시","해운대구",외국인등록인구수 (명),소계,5191
"부산광역시","해운대구",외국인등록인구수 (명),남자,2539
"부산광역시","해운대구",외국인등록인구수 (명),여자,2652
"부산광역시","해운대구",인구밀도 (명/㎢),소계,7890.07
"부산광역시","해운대구",인구증가율 (%),소계,-0.79
"부산광역시","사하구",면적 (㎢),소계,41.77
"부산광역시","사하구",전년말주민등록인구수 (명),소계,327791
"부산광역시","사하구",성별 (명),소계,321004
"부산광역시","사하구",성별 (명),남자,160101
"부산광역시","사하구",성별 (명),여자,160903
"부산광역시","사하구",연령별 (명),소계,321004
"부산광역시","사하구",연령별 (명),0~14세(유소년),33938
"부산광역시","사하구",연령별 (명),15~64세(생산가능),231102
"부산광역시","사하구",연령별 (명),65세이상(고령),55964
"부산광역시","사하구",외국인등록인구수 (명),소계,4947
"부산광역시","사하구",외국인등록인구수 (명),남자,2998
"부산광역시","사하구",외국인등록인구수 (명),여자,1949
"부산광역시","사하구",인구밀도 (명/㎢),소계,7685.04
"부산광역시","사하구",인구증가율 (%),소계,-2.07
"부산광역시","금정구",면적 (㎢),소계,65.27
"부산광역시","금정구",전년말주민등록인구수 (명),소계,242956
"부산광역시","금정구",성별 (명),소계,239062
"부산광역시","금정구",성별 (명),남자,117070
"부산광역시","금정구",성별 (명),여자,121992
"부산광역시","금정구",연령별 (명),소계,239062
"부산광역시","금정구",연령별 (명),0~14세(유소년),22385
"부산광역시","금정구",연령별 (명),15~64세(생산가능),170035
"부산광역시","금정구",연령별 (명),65세이상(고령),46642
"부산광역시","금정구",외국인등록인구수 (명),소계,4808
"부산광역시","금정구",외국인등록인구수 (명),남자,1938
"부산광역시","금정구",외국인등록인구수 (명),여자,2870
"부산광역시","금정구",인구밀도 (명/㎢),소계,3662.66
"부산광역시","금정구",인구증가율 (%),소계,-1.60
"부산광역시","강서구",면적 (㎢),소계,181.49
"부산광역시","강서구",전년말주민등록인구수 (명),소계,122957
"부산광역시","강서구",성별 (명),소계,129566
"부산광역시","강서구",성별 (명),남자,66982
"부산광역시","강서구",성별 (명),여자,62584
"부산광역시","강서구",연령별 (명),소계,129566
"부산광역시","강서구",연령별 (명),0~14세(유소년),25407
"부산광역시","강서구",연령별 (명),15~64세(생산가능),88976
"부산광역시","강서구",연령별 (명),65세이상(고령),15183
"부산광역시","강서구",외국인등록인구수 (명),소계,5482
"부산광역시","강서구",외국인등록인구수 (명),남자,4588
"부산광역시","강서구",외국인등록인구수 (명),여자,894
"부산광역시","강서구",인구밀도 (명/㎢),소계,713.90
"부산광역시","강서구",인구증가율 (%),소계,5.38
"부산광역시","연제구",면적 (㎢),소계,12.10
"부산광역시","연제구",전년말주민등록인구수 (명),소계,207840
"부산광역시","연제구",성별 (명),소계,209395
"부산광역시","연제구",성별 (명),남자,101253
"부산광역시","연제구",성별 (명),여자,108142
"부산광역시","연제구",연령별 (명),소계,209395
"부산광역시","연제구",연령별 (명),0~14세(유소년),23187
"부산광역시","연제구",연령별 (명),15~64세(생산가능),148317
"부산광역시","연제구",연령별 (명),65세이상(고령),37891
"부산광역시","연제구",외국인등록인구수 (명),소계,1048
"부산광역시","연제구",외국인등록인구수 (명),남자,401
"부산광역시","연제구",외국인등록인구수 (명),여자,647
"부산광역시","연제구",인구밀도 (명/㎢),소계,17305.37
"부산광역시","연제구",인구증가율 (%),소계,0.75
"부산광역시","수영구",면적 (㎢),소계,10.21
"부산광역시","수영구",전년말주민등록인구수 (명),소계,176246
"부산광역시","수영구",성별 (명),소계,176148
"부산광역시","수영구",성별 (명),남자,83565
"부산광역시","수영구",성별 (명),여자,92583
"부산광역시","수영구",연령별 (명),소계,176148
"부산광역시","수영구",연령별 (명),0~14세(유소년),15975
"부산광역시","수영구",연령별 (명),15~64세(생산가능),124512
"부산광역시","수영구",연령별 (명),65세이상(고령),35661
"부산광역시","수영구",외국인등록인구수 (명),소계,1749
"부산광역시","수영구",외국인등록인구수 (명),남자,784
"부산광역시","수영구",외국인등록인구수 (명),여자,965
"부산광역시","수영구",인구밀도 (명/㎢),소계,17252.50
"부산광역시","수영구",인구증가율 (%),소계,-0.06
"부산광역시","사상구",면적 (㎢),소계,36.09
"부산광역시","사상구",전년말주민등록인구수 (명),소계,223361
"부산광역시","사상구",성별 (명),소계,218094
"부산광역시","사상구",성별 (명),남자,110286
"부산광역시","사상구",성별 (명),여자,107808
"부산광역시","사상구",연령별 (명),소계,218094
"부산광역시","사상구",연령별 (명),0~14세(유소년),20756
"부산광역시","사상구",연령별 (명),15~64세(생산가능),160929
"부산광역시","사상구",연령별 (명),65세이상(고령),36409
"부산광역시","사상구",외국인등록인구수 (명),소계,5395
"부산광역시","사상구",외국인등록인구수 (명),남자,2931
"부산광역시","사상구",외국인등록인구수 (명),여자,2464
"부산광역시","사상구",인구밀도 (명/㎢),소계,6043.06
"부산광역시","사상구",인구증가율 (%),소계,-2.36
"부산광역시","기장군",면적 (㎢),소계,218.30
"부산광역시","기장군",전년말주민등록인구수 (명),소계,164864
"부산광역시","기장군",성별 (명),소계,164716
"부산광역시","기장군",성별 (명),남자,81571
"부산광역시","기장군",성별 (명),여자,83145
"부산광역시","기장군",연령별 (명),소계,164716
"부산광역시","기장군",연령별 (명),0~14세(유소년),27456
"부산광역시","기장군",연령별 (명),15~64세(생산가능),111912
"부산광역시","기장군",연령별 (명),65세이상(고령),25348
"부산광역시","기장군",외국인등록인구수 (명),소계,2229
"부산광역시","기장군",외국인등록인구수 (명),남자,1505
"부산광역시","기장군",외국인등록인구수 (명),여자,724
"부산광역시","기장군",인구밀도 (명/㎢),소계,754.64
"부산광역시","기장군",인구증가율 (%),소계,-0.09
"대구광역시","소계",면적 (㎢),소계,883.52
"대구광역시","소계",전년말주민등록인구수 (명),소계,2461769
"대구광역시","소계",성별 (명),소계,2438031
"대구광역시","소계",성별 (명),남자,1205286
"대구광역시","소계",성별 (명),여자,1232745
"대구광역시","소계",연령별 (명),소계,2438031
"대구광역시","소계",연령별 (명),0~14세(유소년),294899
"대구광역시","소계",연령별 (명),15~64세(생산가능),1763855
"대구광역시","소계",연령별 (명),65세이상(고령),379277
"대구광역시","소계",외국인등록인구수 (명),소계,30191
"대구광역시","소계",외국인등록인구수 (명),남자,16407
"대구광역시","소계",외국인등록인구수 (명),여자,13784
"대구광역시","소계",인구밀도 (명/㎢),소계,2759.55
"대구광역시","소계",인구증가율 (%),소계,-0.96
"대구광역시","중구",면적 (㎢),소계,7.06
"대구광역시","중구",전년말주민등록인구수 (명),소계,79401
"대구광역시","중구",성별 (명),소계,77421
"대구광역시","중구",성별 (명),남자,37384
"대구광역시","중구",성별 (명),여자,40037
"대구광역시","중구",연령별 (명),소계,77421
"대구광역시","중구",연령별 (명),0~14세(유소년),7790
"대구광역시","중구",연령별 (명),15~64세(생산가능),54034
"대구광역시","중구",연령별 (명),65세이상(고령),15597
"대구광역시","중구",외국인등록인구수 (명),소계,798
"대구광역시","중구",외국인등록인구수 (명),남자,365
"대구광역시","중구",외국인등록인구수 (명),여자,433
"대구광역시","중구",인구밀도 (명/㎢),소계,10966.15
"대구광역시","중구",인구증가율 (%),소계,-2.49
"대구광역시","동구",면적 (㎢),소계,182.15
"대구광역시","동구",전년말주민등록인구수 (명),소계,351291
"대구광역시","동구",성별 (명),소계,345469
"대구광역시","동구",성별 (명),남자,170601
"대구광역시","동구",성별 (명),여자,174868
"대구광역시","동구",연령별 (명),소계,345469
"대구광역시","동구",연령별 (명),0~14세(유소년),40014
"대구광역시","동구",연령별 (명),15~64세(생산가능),241441
"대구광역시","동구",연령별 (명),65세이상(고령),64014
"대구광역시","동구",외국인등록인구수 (명),소계,1907
"대구광역시","동구",외국인등록인구수 (명),남자,652
"대구광역시","동구",외국인등록인구수 (명),여자,1255
"대구광역시","동구",인구밀도 (명/㎢),소계,1896.72
"대구광역시","동구",인구증가율 (%),소계,-1.66
"대구광역시","서구",면적 (㎢),소계,17.33
"대구광역시","서구",전년말주민등록인구수 (명),소계,184372
"대구광역시","서구",성별 (명),소계,175277
"대구광역시","서구",성별 (명),남자,88052
"대구광역시","서구",성별 (명),여자,87225
"대구광역시","서구",연령별 (명),소계,175277
"대구광역시","서구",연령별 (명),0~14세(유소년),13167
"대구광역시","서구",연령별 (명),15~64세(생산가능),125358
"대구광역시","서구",연령별 (명),65세이상(고령),36752
"대구광역시","서구",외국인등록인구수 (명),소계,2481
"대구광역시","서구",외국인등록인구수 (명),남자,1379
"대구광역시","서구",외국인등록인구수 (명),여자,1102
"대구광역시","서구",인구밀도 (명/㎢),소계,10114.08
"대구광역시","서구",인구증가율 (%),소계,-4.93
"대구광역시","남구",면적 (㎢),소계,17.43
"대구광역시","남구",전년말주민등록인구수 (명),소계,150501
"대구광역시","남구",성별 (명),소계,148113
"대구광역시","남구",성별 (명),남자,71366
"대구광역시","남구",성별 (명),여자,76747
"대구광역시","남구",연령별 (명),소계,148113
"대구광역시","남구",연령별 (명),0~14세(유소년),11528
